left_x,left_y,left_z,right_x,right_y,right_z,left_roll,left_pitch,left_yaw,right_roll,right_pitch,right_yaw
5.413019999999999499e-01,2.135469999999999868e-01,2.078879999999999895e-01,5.412900000000000489e-01,-2.136250000000000093e-01,2.072120000000000073e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413019999999999499e-01,2.135469999999999868e-01,2.078969999999999985e-01,5.412890000000000201e-01,-2.136250000000000093e-01,2.072039999999999993e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413010000000000321e-01,2.135469999999999868e-01,2.079050000000000065e-01,5.412890000000000201e-01,-2.136250000000000093e-01,2.071949999999999903e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413000000000000034e-01,2.135469999999999868e-01,2.079139999999999877e-01,5.412879999999999914e-01,-2.136250000000000093e-01,2.071860000000000090e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413000000000000034e-01,2.135469999999999868e-01,2.079229999999999967e-01,5.412879999999999914e-01,-2.136250000000000093e-01,2.071770000000000000e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.412989999999999746e-01,2.135469999999999868e-01,2.079320000000000057e-01,5.412869999999999626e-01,-2.136250000000000093e-01,2.071679999999999910e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.412989999999999746e-01,2.135469999999999868e-01,2.079409999999999870e-01,5.412860000000000449e-01,-2.136250000000000093e-01,2.071590000000000098e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.412979999999999459e-01,2.135469999999999868e-01,2.079499999999999960e-01,5.412860000000000449e-01,-2.136250000000000093e-01,2.071500000000000008e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.412970000000000281e-01,2.135469999999999868e-01,2.079590000000000050e-01,5.412850000000000161e-01,-2.136250000000000093e-01,2.071409999999999918e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.412970000000000281e-01,2.135469999999999868e-01,2.079689999999999872e-01,5.412839999999999874e-01,-2.136250000000000093e-01,2.071320000000000106e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.412959999999999994e-01,2.135469999999999868e-01,2.079779999999999962e-01,5.412839999999999874e-01,-2.136250000000000093e-01,2.071220000000000006e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
